0,1,2
4854,846,8059
313,9580,5454
13265,206,4302
2181,2096,2830
3328,2472,6100
5458,3752,724
429,18,13172
65957,796,8
7094,3539,3336
747,50544,456
1918,5002,7496
1052,10413,840
13894,1862,325
832,928,22661
1613,26579,581
4201,440,1797
585,16809,2719
1317,1690,4735
2562,7360,3538
23,638,84946
27269,1050,786
121,36219,1426
11901,1468,1202
1696,1118,19224
548,1347,31672
2062,13372,1528
6340,4288,1656
261,2744,107
5938,290,7523
3447,5274,1379
2398,1540,14147
7817,945,2588
493,6935,7196
1801,8195,2012
1142,711,10895
702,27689,1231
5060,1961,3887
2472,18239,790
2106,3516,5398
19538,556,246
299,373,33654
1258,4762,2409
3309,1013,12777
10804,2994,2185
599,2263,18601
4407,10051,484
7300,540,4452
171,13663,1860
2735,185,1117
3952,1435,6417
1120,32817,337
7016,2435,663
2524,4356,4503
449,9218,3287
937,119,40055
12705,1079,1975
4697,12830,10
1865,1856,8330
10050,4021,938
40,58799,714
3653,3380,2954
1383,16012,1280
41617,100,128
113,877,6336
1981,5877,192
11527,816,3642
5269,7411,1133
1411,552,28173
4365,49,11469
31855,842,845
862,1299,1747
4744,2960,4211
4011,4220,3814
2333,471,14470
624,20468,550
8925,2635,1318
1429,5470,5122
2357,11018,2658
563,3656,8827
2662,6,22395
5616,1149,411
291,798,55534
975,46432,302
2977,2399,7822
71,6575,1486
9654,1784,2517
1207,321,17365
3257,8932,2133
16172,519,1256
987,12590,3016
8116,4588,584
676,10594,4392
383,73831,360
69328,397,200
1603,3232,3365
456,1108,27301
944,4492,8069
3825,742,5477
24101,1428,31
4863,5742,2879
322,1992,12287
7573,41,2303
1556,8455,754
2484,1059,9970
34735,709,505
4571,2309,889
79,68,78649
1031,2736,6860
3033,3843,1836
476,34387,3
12146,3584,291
915,23840,1059
1831,14116,476
6811,6114,1244
732,653,3056
5856,1903,5840
3781,7039,150
1095,226,38006
8322,1518,3766
277,4536,7574
2279,9520,1417
14120,162,713
1376,2174,11241
106,28602,164
5313,2600,2020
1773,96,4158
1150,4958,3934
10208,1025,1585
3,3007,19793
55172,629,369
436,11903,951
558,304,46807
2657,1767,535
24667,776,1642
5673,4806,960
887,1194,13888
6436,3069,2784
44985,935,186
356,10217,2394
13198,1270,1402
2224,2870,10650
173,493,20013
3372,366,3309
784,16232,45
488,1616,4979
1904,6889,2995
27612,579,1043
10961,2134,1767
85436,10,615
4919,9384,231
2404,12920,1922
207,54986,610
1360,3470,1154
5242,967,7004
4376,5951,1615
30,21101,2511
9234,479,79
836,6378,4239
2838,7673,3701
3315,11113,597
239,139,8725
5879,1389,2696
1643,17758,1032
2375,3050,5606
18879,124,934
544,4330,422
1112,1810,16127
3578,10818,1535
6605,347,5375
15833,2268,223
74,8364,6707
2076,831,2163
343,1472,26265
3224,2081,4441
291,32260,1401
31004,313,332
657,2508,14892
7249,2005,1068
1585,3788,5516
962,8737,2723
34,1146,41251
2793,1253,9379
59,99607,67
3996,2914,797
724,15580,1693
1530,425,7421
2458,5409,912
12040,257,2928
1225,25589,503
688,135,28887
3706,1103,10410
6490,6727,170
166,2353,3594
6087,2780,4901
22591,996,581
643,60210,229
3182,4060,3077
2547,275,12350
1082,19891,1598
8095,3384,1726
771,5259,5886
331,564,65022
1698,10670,17
9828,930,4177
795,3186,10353
4714,697,1304
2,45873,856
57814,194,56
2248,1946,7096
1415,7250,2059
10716,1367,363
511,1047,17729
16441,327,1825
328,13222,673
9044,4138,1466
3020,2675,2490
969,815,26778
39494,678,654
41,3970,9134
4167,221,6062
6169,5169,558
1250,1420,12820
6670,1206,3508
127,337,93876
591,7989,1012
12602,3553,135
1654,627,11815
35590,150,1511
433,2207,23111
3876,1841,2242
372,3365,4546
2203,4661,3355
11432,3255,859
672,512,50299
86,24517,2139
1001,85,277
4883,1284,7336
4294,6695,1192
266,857,39686
8664,2229,3174
1340,4241,7014
2622,9068,1638
180,38377,351
15463,929,991
717,1706,10879
11850,3901,127
5771,3642,3743
2139,15820,626
2872,1188,5202
19205,1927,690
211,6133,2585
467,189,63641
9549,570,2009
3470,7718,460
6839,1820,4108
882,11376,2316
5367,357,9836
33785,1098,3
1827,1556,1539
3597,3217,6589
765,30103,157
5013,4513,2205
57,763,15261
7723,2480,496
2059,5727,4464
44326,468,880
1211,10894,3440
13540,2450,1622
2700,3547,8150
1479,316,21238
4470,1093,2774
124,16880,1257
930,2294,6185
2831,6333,644
26952,115,2084
2172,267,16516
121,1923,28798
280,83130,318
18346,780,446
3356,1466,11934
402,3127,1905
5510,673,4664
359,13,59160
3679,5500,3640
1446,22144,376
8574,303,1131
176,7024,4939
2007,8304,3115
1275,958,8960
5219,2159,32
507,48127,762
1679,2585,7642
568,619,34970
812,3744,1338
3766,131,14093
1862,23598,237
281,1330,17165
46961,233,525
7459,1010,5748
16932,1803,916
647,14377,2836
8948,6010,404
1380,7884,4052
2418,538,3975
220,42056,1063
513,5364,8231
4639,1752,5319
2195,19600,833
1609,76,36993
6589,1447,2113
3000,4846,5947
83274,594,155
22,9830,603
12974,5,3099
2134,2428,9614
3281,2855,1038
626,401,6516
1627,5212,2292
1188,35756,167
11210,869,743
565,25118,1511
2543,11690,101
3910,808,8421
7523,6295,869
1509,2022,2910
215,437,80254
22932,665,1458
4524,4735,306
1887,1001,13394
67830,132,402
252,20708,2002
984,5985,7224
3114,10112,1240
10341,464,4888
14882,1531,568
136,2628,11416
941,26268,779
6129,174,1675
6764,8506,130
2589,1373,4290
685,6769,3746
26463,428,194
9813,2394,1436
853,581,19612
364,64595,60
1256,12769,1103
8384,4081,2031
2305,3319,341
10,255,24629
39952,73,1077
3508,865,7765
5339,5849,1577
554,2066,14345
7145,740,2441
1103,7522,2212
2934,39,11076
883,1913,20189
4144,1238,3485
458,18019,221
1190,2899,5584
21600,384,112
2716,4179,2800
30,33367,1808
1568,1659,18487
9363,242,4535
1989,14599,1738
305,1141,800
13257,3839,448
3320,6498,1785
8005,1895,249
436,4044,4697
143,67388,653
1925,9044,3661
14767,493,2189
4025,12564,397
1059,1509,8557
522,46,89107
4941,3171,3155
2041,717,5766
19717,1403,1094
1309,5701,70
10855,102,3681
4324,8393,1345
7351,1352,5153
16653,2815,667
52,12006,3387
100,681,45531
2926,2281,1979
75045,144,174
729,44177,494
4073,2659,4078
5941,3955,3860
30062,1303,148
1400,205,14868
1595,19791,756
6893,3696,1524
2401,5204,5364
497,10427,2536
1797,3066,9192
649,977,21800
3530,612,613
1540,16585,1829
27,1861,7871
2102,7099,1087
11718,1628,2738
243,23301,466
17406,271,1330
7311,4398,792
280,283,74392
915,2524,3256
4797,70,5067
3948,5069,2923
2215,1320,12130
750,21677,1410
8807,964,1858
1482,6680,6306
2520,7838,188
445,476,10204
36529,34,700
288,13111,4143
5561,1726,1263
581,87871,111
3095,3626,6927
800,29,32790
117,4922,1718
9699,3062,9
6745,555,7593
16102,1332,2281
1160,13815,521
8045,5539,1284
721,7703,5252
1722,341,2628
501,1683,26429
855,5341,8957
3736,1591,5725
4737,6951,381
196,3202,12977
7517,2074,3953
95,48301,273
1438,9359,1463
754,169,43351
13450,1220,311
2366,1998,11639
2036,29503,55
4624,3532,2090
352,15664,2986
1084,1078,4362
2970,5940,3488
529,35341,864
12272,419,992
370,709,31482
54472,297,602
1884,11225,1178
3251,252,9338
679,1501,717
22237,48,2035
3828,4270,851
2815,658,13606
8235,2777,3014
325,5520,6822
46443,765,38
2156,10778,1798
886,40068,129
14168,2208,1569
1552,3396,10497
1991,196,20385
38,26945,1025
5434,942,3547
2846,17190,443
1930,2192,4859
1027,6182,3182
25734,375,910
10255,1945,1646
194,116,18901
4246,8712,117
17161,589,2805
560,12751,2165
2574,2976,1384
1427,873,25480
743,4135,11205
4307,522,7173
1475,31524,293
5852,5385,1989
822,1772,15397
6316,218,479
273,8565,3903
13115,2499,1778
2275,1219,8306
53,1310,20882
395,57384,370
3422,2468,2424
970,17512,920
531,2840,6008
20770,1056,1176
1776,3998,492
62970,660,268
8404,904,5539
17877,1646,67
1233,792,2364
5151,2042,4496
28369,833,560
146,19443,22
391,330,36182
9277,1290,950
879,4719,5110
363,2235,9577
6039,2613,201
1694,14867,2052
2499,159,7268
95987,67,30
479,5143,1150
40,540,60766
10025,1180,3134
3628,8049,1745
1395,11539,2481
4910,565,10801
8523,6555,49
125,9299,4209
1956,1815,3831
3170,3304,5130
23580,514,778
5245,4584,2666
704,850,12554
7405,3227,1920
1741,5834,5728
838,10010,384
11287,773,4032
2840,2477,9786
1162,648,23322
4042,23,1498
1442,1273,6669
2370,6669,2125
319,221,84339
246,35805,787
11916,2289,595
4592,4164,4403
1271,22820,1363
1854,430,17971
18505,887,1703
2220,13065,263
3588,1680,8071
6615,3874,1031
84,3580,2850
38805,333,226
6212,1126,6114
3234,6110,764
1018,21168,1660
8147,684,3215
652,6536,7375
1580,7778,879
14531,2932,367
957,295,11861
518,27272,629
4839,1545,1845
2191,3155,4744
19867,137,2472
141,1189,33032
1532,4435,3560
3339,701,14566
10627,2576,1222
421,1951,19238
7087,122,6911
202,14480,1567
3064,1016,147
843,1626,24435
4212,2266,7571
659,41,69465
6079,6442,1433
25,80745,441
1294,2693,14201
6787,1744,2617
2539,3939,7052
779,8801,2028
12546,754,844
1706,1440,10924
9836,4838,323
3794,3101,3907
1206,15320,669
254,596,5437
20664,1252,285
2256,5595,2461
11368,398,2224
5289,8242,528
1187,149,30422
7828,1612,4342
4666,881,9718
614,53525,86
31668,576,406
1126,2131,970
5073,2557,6442
4170,3804,2373
2119,54,15621
8711,3453,677
1252,5054,4517
56,39637,1214
3669,14351,62
593,2965,8382
5702,461,2993
2015,16845,1329
62,385,54129
2748,1711,6392
367,7396,248
9425,1385,3659
1466,1157,16715
3416,9768,1163
16258,120,481
1878,2833,1626
767,417,26074
1011,4075,10842
3648,326,4250
645,30916,858
108,1576,14509
7658,859,1357
1994,6986,5165
1335,8094,2708
51725,412,116
2616,732,8852
4350,1982,423
4,18138,2279
872,3552,7682
21283,626,1890
2874,4675,1506
63446,57,827
1055,24672,123
8917,453,5979
18219,1642,1135
6842,5437,623
2349,7632,4431
573,236,3407
5627,1486,5525
21887,2538,53
109,62041,533
3588,6759,2728
1489,19014,1224
8447,2334,2312
48,4255,6152
82568,368,360
2050,9239,774
14450,978,2662
1217,1892,9990
5099,3416,927
1596,927,6738
448,1430,32626
936,5789,1874
10537,729,185
332,2604,18361
698,11486,332
5972,101,8492
2468,1350,3084
4586,3012,5859
24996,360,1027
5514,4119,29
1046,507,13597
6466,2656,3805
179,11039,1296
13021,2092,752
204,80,22768
3213,1203,2070
747,2453,4009
210,77304,137
1675,6492,3945
27419,182,73
11257,1874,1444
3762,3983,5284
442,22227,1732
2734,12503,830
4101,1621,9150
7470,4639,2110
1391,3282,574
5309,777,7953
842,183,58289
4650,5639,1009
1769,2027,13783
9075,61,2839
2996,8490,2251
555,37733,299
18,970,10667
6182,2220,3328
1910,17355,64
2642,2647,4992
19038,955,346
630,3927,3034
4438,144,12090
9931,3619,1818
898,1394,18861
3889,10539,269
6428,1165,4717
1301,14029,1965
2235,550,1204
60023,17,295
3382,1800,7015
62,33076,743
5384,7059,1639
465,3324,15841
7057,1587,97
1881,4605,4257
978,9568,3713
294,469,40507
13963,195,2395
3123,2085,8763
4270,2512,2574
511,15177,1070
40745,500,590
1353,9,5646
2598,4993,468
529,953,28423
3727,415,11559
32145,95,1285
224,1665,2181
3511,4881,3454
2388,1111,14942
923,20727,178
7881,3123,1106
557,6095,5554
118,166,64050
1839,10271,2770
1106,2788,9432
1619,547,21688
4988,280,651
331,46691,395
2089,1530,7435
1186,6925,930
10768,2185,2946
636,686,16988
16701,1144,1532
99,12941,2652
9374,3720,220
2806,3491,3631
1000,397,27759
3148,15760,367
316,4786,8527
3990,1037,4949
24401,1794,629
1525,2251,12373
6944,529,1737
432,7586,41
1921,224,10372
35857,968,260
3691,1425,1316
151,3086,7133
2045,4382,1936
1019,33554,624
11591,2837,400
458,94,49360
3192,5581,4048
360,24191,1168
2960,14741,727
7355,5245,1495
788,902,2506
183,90365,202
4724,2116,5920
4065,6292,576
659,18836,1792
73,592,38265
8960,2055,3385
1392,3838,7993
3443,89,16441
2393,8651,1049
15235,649,12
488,1289,11692
1364,28968,428
5612,2951,2284
3012,497,4595
34,5445,3206
9580,156,870
3311,8539,2881
1041,12197,1377
1639,2392,315
3861,2819,7214
4788,4114,1230
387,365,13998
7564,3298,3060
142,50349,980
44356,52,436
1485,10584,1684
13363,1759,1012
1302,1134,20615
4500,768,3751
283,16599,485
1015,1967,5221
3090,7149,2597
26723,931,1151
12185,1266,2047
1980,1083,19103
246,1520,30578
1760,13272,2354
3127,2298,9874
731,2724,1592
5785,270,6616
182,831,59499
3747,5083,2219
8361,1121,523
207,6745,4322
2337,8025,3458
823,37213,834
4436,11653,194
1433,679,8028
5352,1878,2812
1812,3402,6223
20073,475,1391
591,201,35919
1079,4560,687
64448,353,150
68,2162,16566
4120,9935,809
7734,714,4969
17072,1400,457
471,13974,3817
2692,135,1764
7,42888,100
672,4948,10468
4481,1336,4676
30433,802,765
941,2997,14685
1966,19275,413
6360,2265,1181
2808,4155,4816
318,9139,3152
13233,828,3440
2149,1742,9008
9376,3937,1623
98,2519,22103
3367,3678,87
852,15841,2135
413,1224,7658
1938,6050,1354
10996,609,2688
596,24721,256
870,487,29312
4239,411,11033
7682,7133,441
1285,1605,3853
28,20,82477
5204,3267,5357
22709,249,205
4300,4425,2547
1664,813,12755
93,20429,883
9224,2550,2163
825,5624,5971
2900,10928,614
10371,46,4422
276,3444,9638
5916,991,1057
2431,2205,6555
526,6366,2331
10072,1717,782
1149,178,18190
15870,693,1941
1515,12352,149
5031,1378,8469
8400,4899,917
1,10523,5077
2147,3040,2933
340,1074,27176
40111,891,104
1243,4320,9544
3294,586,6312
5162,5570,165
621,1785,13413
7286,322,3589
450,51076,549
889,8339,1279
13859,2669,607
2775,855,11455
35026,672,818
1042,1495,22418
3923,2069,1714
761,17616,2450
1494,2496,4184
2495,3776,3800
26957,1551,248
297,34199,1496
2264,14290,963
128,450,355
3161,7319,1455
1379,110,39471
8020,1482,2479
696,4865,6639
1733,9865,2102
14575,79,1238
830,2345,11126
11279,4266,566
390,28500,1334
4782,2772,3497
2682,15072,233
2316,318,5444
19748,2239,132
21,1781,34052
1449,5302,2820
10678,920,2270
4599,8205,734
7138,2170,4574
381,11726,1617
33145,402,625
259,265,44273
2945,1921,849
809,30743,599
6204,4771,1815
1175,1022,15690
6734,3003,266
2731,6021,4714
655,10024,3520
12667,1565,2208
1583,2663,8576
472,803,21472
228,56725,186
3841,209,3194
1327,16182,1530
301,1459,5818
2187,6820,109
2456,617,16307
17214,1089,691
7082,3980,2566
1073,3340,1990
1757,155,26118
4955,886,4098
573,21274,795
8630,790,1563
1305,6277,5403
2550,7435,2415
50793,165,335
3606,11459,911
774,73,9231
5828,1323,501
1153,47243,53
2911,2935,7893
19170,298,1608
249,4231,1096
9478,2646,2760
1411,1731,17574
48090,634,294
6904,141,6182
16376,2153,1350
947,14636,3078
7832,5125,671
507,8524,4511
80,70755,639
1789,1162,3295
642,1269,27583
3522,2412,5107
30701,243,1011
37,2803,12025
7777,1812,1913
2113,4099,6361
1246,8961,217
13502,547,2540
2662,1599,10220
4395,3207,1123
925,753,6947
2756,5752,1757
669,34925,445
12339,1,61
1109,25881,816
156,291,29712
1670,12042,560
3410,1068,8688
455,2318,2678
5546,2709,5738
22050,880,906
3641,3867,394
3080,255,13002
101,5117,7812
1997,10513,1476
14326,2020,190
1338,3117,11678
313,26635,94
5257,663,2142
1033,38,52113
1717,1913,4401
868,6999,3384
25575,1192,472
10414,1527,1048
209,932,19851
612,13568,1195
2345,2573,737
1268,607,24225
584,3732,9953
4637,120,7386
97240,318,282
5638,4982,890
413,79833,250
1097,1369,13658
6627,1049,2893
426,147,95821
59,7874,1837
2061,528,10548
383,2128,20436
3264,1777,3572
993,18330,455
664,3662,4871
21074,736,551
1591,4821,3042
11137,3083,1666
5,721,51586
4877,10231,155
8246,629,4315
165,52918,699
1544,396,1422
5426,1645,7061
4578,6863,2037
232,19163,2773
9119,2108,328
1038,4410,4136
464,38581,1000
14917,1133,1800
3491,12930,645
171,2047,8165
6055,3429,2437
1852,15683,959
42673,183,799
2585,975,6047
19089,1890,1215
754,5959,543
314,122,62706
9848,487,3474
815,2616,16370
3769,7646,985
6308,1702,5593
15781,3180,121
1181,11136,3641
4697,162,11801
284,8896,6457
2286,1412,2380
845,43479,268
3433,3024,4524
113,30413,1443
5301,4305,3299
516,570,15107
2786,20278,35
7181,2811,828
1761,5554,4988
1168,10828,3004
264,96435,336
948,230,22064
4183,840,240
423,17209,1942
1229,2089,7318
2645,6250,1174
1430,22417,713
1625,27,16841
18630,621,1092
2028,12662,2500
3884,1277,10820
6423,4706,68
71730,88,516
344,2889,3710
6054,435,5182
22313,1624,657
536,60746,145
658,343,56465
3392,5419,2705
2513,1685,12593
805,21987,1041
7933,267,1969
475,7355,5623
1891,8599,439
10021,1466,4087
988,1116,9815
36827,521,139
4924,2366,1515
1970,2757,6688
274,516,32064
1348,4037,2144
3154,303,15226
10894,3412,634
689,1553,18010
47368,44,858
16645,1736,1741
43,14218,301
849,8190,5517
2851,706,2740
226,5690,9396
4035,1956,6164
5866,7260,775
6873,1326,3239
550,9618,897
12806,336,385
1831,2256,11873
3565,2683,1882
95,193,4782
2097,5193,3598
11643,1230,1268
53843,784,212
3086,11575,1575
4453,601,9095
968,1851,5
3983,4620,1310
2176,871,14238
125,1389,39934
8841,3264,2654
1517,5870,7102
2445,9909,2065
386,40453,593
15425,1496,881
434,2547,10961
5488,58,3960
2327,16443,696
3059,1308,5291
19392,2786,299
154,6718,2475
25788,774,1355
9755,2203,2082
86366,237,98
1307,466,18658
3187,9077,546
6800,2630,4354
1088,13101,1788
33961,1274,444
1686,3651,1020
538,4,24943
3807,1147,6479
486,31737,399
4734,6146,2261
267,2397,15669
7444,583,725
2269,6573,4565
1402,7696,3337
2403,334,8393
4679,1584,3011
334,17877,1347
1139,3245,6269
21305,227,1597
3007,4487,285
8696,36,4848
102,83987,48
18060,2460,528
604,1052,1655
5694,2302,4266
3863,6341,3722
29498,123,160
1275,18596,608
8288,1657,1376
378,3852,5184
2209,8836,2585
14221,804,3321
1477,1489,8889
219,407,89772
5395,3151,460
683,44543,204
1855,648,7724
1022,5510,1555
10324,312,2406
1583,25690,134
119,3422,17414
521,12302,2918
1327,9513,4449
399,429,46337
2627,2167,3425
186,44096,827
723,6206,8155
4361,2594,5563
24771,1176,91
5777,3716,2779
857,104,12174
6277,3488,2350
198,10362,660
2340,3015,10036
45,912,23764
3487,512,936
56625,390,680
570,1762,6760
1815,7310,1893
1376,36345,69
11044,1457,197
3603,4805,4671
771,23049,991
17934,19,2175
2505,13325,383
7729,4363,1138
1199,2870,3122
38235,700,344
5080,380,5912
4492,5242,56
1611,1630,13451
146,21657,2091
9350,898,3819
2819,8184,1323
329,782,11298
35998,325,1186
1135,27623,226
5969,2032,1948
2483,3465,4060
1336,356,33135
408,4745,3983
26287,2058,111
9991,2926,1487
54,66636,470
6451,472,6678
1460,13611,854
190,7666,5929
2021,147,585
214,1976,24681
3205,1397,7972
5207,6793,1028
739,3058,13796
7331,2418,2877
1667,4339,6525
819,9289,2301
135,52,43057
13734,1013,1297
2894,1805,10705
10365,4091,753
73707,616,49
4078,3329,3223
636,15995,119
1368,825,5047
21778,1739,375
2439,5809,2890
11985,748,1834
5589,7531,288
669,672,31008
2183,11397,1984
3550,12,10144
32285,926,665
10,1262,1241
3288,4203,1677
2653,420,15885
8183,2706,147
614,5404,4307
321,69022,275
883,3605,8774
88960,39,454
1949,130,21062
4829,1101,2598
2229,2351,5665
1497,6512,347
25130,201,1755
478,288,16014
4530,9021,1582
16542,471,270
258,12542,3278
3102,3199,2229
417,41151,725
807,1233,26325
124,4479,11093
4250,691,4328
1366,1941,14952
1805,21832,200
6786,112,965
72,478,92293
707,8404,2789
1744,1042,9311
523,1601,21727
3722,2241,703
1262,17391,1746
237,2668,7474
20647,854,2002
2312,3963,824
176,23788,568
49541,300,12
7134,6077,236
1849,7997,4684
1117,636,3651
4999,1836,4828
28839,1166,892
446,19654,1500
348,175,37340
8746,1638,1615
1178,4656,5775
2722,9467,79
15564,231,2767
647,2106,10262
5737,2532,1366
2783,78,7145
293,5042,1961
9421,988,420
864,11886,766
5454,500,8286
424,9062,5374
913,375,47422
1914,1701,2545
3702,3636,5969
23868,725,1143
4947,4932,631
162,1183,12887
66031,222,247
7694,3022,3415
272,50164,10
1297,10170,1066
13626,1345,42
1461,446,23168
4342,354,2304
69,16201,3066
802,1569,4634
2913,6979,3258
26790,669,538
12459,2102,909
4061,4526,5069
2254,776,19437
1601,12992,1427
3457,1972,9555
6899,3756,1875
502,3542,167
38503,174,1383
5593,1088,7239
197,550,57730
3518,5900,1250
8446,428,3074
48,6326,6914
2123,7607,1724
1098,38029,412
1256,260,10780
231,27446,943
5138,1474,3791
1653,3136,5269
20159,72,757
432,1032,33877
921,4294,2645
3875,682,12533
10466,2751,2056
371,1883,19112
3936,10753,360
7549,297,4006
737,14792,2374
2533,953,1471
60322,506,415
4511,2152,6655
1191,32330,63
19,323,70303
5549,6191,2099
1008,2579,15315
6501,1954,563
3083,3737,4371
104,8721,3513
13074,562,1689
1990,1339,8057
9705,4768,1017
3138,3000,2828
1148,15544,1164
41968,1141,204
708,546,6083
1709,5359,707
11326,192,3357
4758,8575,861
1145,71,28701
8371,1442,5021
17600,2509,336
31626,497,1072
1426,2428,1808
